Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
chapter1_b64ba2ce	extend	 Sie muss entweder lernen oder alleine die Zeit totschlagen, bis sie wieder zum Schulalltag zurückkehren darf.	game/Story/ch1.rpy	593	extend "[what]"
chapter1_08ed5aaf		Gott bewahre,	game/Story/ch1.rpy	594	"[what]"
chapter1_20482c58	extend	 ....wenn sie Jungs in ihrem Alter treffen will.	game/Story/ch1.rpy	595	extend "[what]"
chapter1_2ff6a3f5	extend	 ...Gott bewahre.	game/Story/ch1.rpy	596	extend "[what]"
chapter1_9169f498	extend	 ....Die Überfürsorge einer Mutter ist das gruseligste was man in einem 'normalen' Haushalt finden kann.	game/Story/ch1.rpy	597	extend "[what]"
chapter1_375bb659		Onkel Hideyoshi scheint die ganze Szene mitgehört zu haben und erhebt sich von seinem bequemen Platz.	game/Story/ch1.rpy	599	"[what]"
chapter1_357d2b02	extend	 Er nähert sich langsam der in Tränen versunkenen Jessica und spricht ruhig und sanft zu ihr.	game/Story/ch1.rpy	600	extend "[what]"
chapter1_acdbc524	hid	Na, na Jessica-chan,	game/Story/ch1.rpy	605	hid "[what]"
chapter1_f23876de	extend	 ....du musst es positiv sehen!	game/Story/ch1.rpy	606	extend "[what]"
chapter1_e54b8099	extend	 Eines Tages wirst du die Insel wirklich verlassen und dein eigenes Leben führen können.	game/Story/ch1.rpy	607	extend "[what]"
chapter1_b1d79ca0	jes	Aber wie lange noch?	game/Story/ch1.rpy	609	jes "[what]"
chapter1_d8f00623	extend	 .....Was wäre wenn meine Schulfreunde bis dahin nichts mehr mit mir zu tun haben wollen?	game/Story/ch1.rpy	610	extend "[what]"
chapter1_6d98ada2		Jessicas Stimme, hatte eine tiefe trauer in sich, in diesem Moment scheint alles aus ihr heraus zu kommen.	game/Story/ch1.rpy	611	"[what]"
chapter1_41ba5d17	hid	Auch deine Schulfreunde werden deine Situation verstehen, eines Tages wirst du zu ihnen gehen können und ab da viel Zeit mit ihnen verbringen.	game/Story/ch1.rpy	612	hid a11odayaka1 "[what]"
chapter1_17e30065	extend	 Bis dahin solltest du immer dein Bestes geben, denn das wird sich am Ende des Tages definitiv auszahlen!	game/Story/ch1.rpy	613	extend "[what]"
chapter1_01c0511e	jes	.......Eines Tages?	game/Story/ch1.rpy	614	jes a11naku3 "[what]"
chapter1_2144fe16	extend	 Aber ich warte schon so viele Jahre.....	game/Story/ch1.rpy	615	extend "[what]"
chapter1_183a1053	hid	...Du hast dein ganzes Leben noch vor dir, glaub mir.	game/Story/ch1.rpy	616	hid a21warai1 "[what]"
chapter1_fdd93ca7	extend	 Deine Zeit als Teenager auf der Insel wird später nur noch eine Erinnerung sein.	game/Story/ch1.rpy	617	extend "[what]"
chapter1_e212b850	extend	 Es ist auch okay mal traurig zu sein, denn Weinen ist die aufrichtigste Emotion die es gibt.	game/Story/ch1.rpy	618	extend "[what]"
chapter1_447f297d	hid	 Jetzt habe ich mich aber verquatscht,	game/Story/ch1.rpy	619	hid a21warai2 "[what]"
chapter1_aa5c30c2	extend	 ....wahahahahaha!	game/Story/ch1.rpy	620	extend "[what]"
chapter1_93438822	hid	Aber lass den Kopf nicht hängen und häng dich weiter rein, ja?	game/Story/ch1.rpy	621	hid "[what]"
chapter1_482765ef	jes	Danke Hideyoshi, ich werde es mir zu Herzen nehmen.	game/Story/ch1.rpy	622	jes a11tereru1 "[what]"
chapter1_afb7abd9	extend	 ...Ich fühle mich schon besser.	game/Story/ch1.rpy	623	extend "[what]"
chapter1_4e82177b	hid	So ist's gut, du schaffst es!, wahahahaha	game/Story/ch1.rpy	624	hid "[what]"
chapter1_2e28c9f7		Das ist Georges Vater und mein Onkel Hideyoshi.	game/Story/ch1.rpy	632	"[what]"
chapter1_7a790dae	extend	 Er ist ein netter und sympathischer Mann und ich glaube, ich mag ihn von allen Erwachsenen am meisten.	game/Story/ch1.rpy	633	extend "[what]"
chapter1_b96c7ec5		Er ist der Ehemann von Tante Eva und hat seine Firma von Grund auf neu aufgebaut.	game/Story/ch1.rpy	634	"[what]"
chapter1_c3c96213	extend	 Desweiteren ist er als Präsident einer mittelgroßen Restaurantkette tätig. Die Kette scheint zu wachsen und sehr gut zu laufen.	game/Story/ch1.rpy	635	extend "[what]"
chapter1_6fbac2fc		Sein Name wird Ushiromiya Hideyoshi ausgesprochen, wie Kyrie ist sein Name absolut perfekt!	game/Story/ch1.rpy	636	"[what]"
chapter1_c67b5bb7	extend	 Das liegt daran, dass er als Japaner in die Familie eingeheiratet hat. ..... Ich beneide jeden, der einen normalen Namen hat.	game/Story/ch1.rpy	637	extend "[what]"
chapter1_acd510b8	geo	Jessica-chan, allein ein Ziel zu haben, auf das man hinarbeiten kann, ist etwas, das einen jeden Tag motivieren sollte, nicht aufzugeben.	game/Story/ch1.rpy	641	geo "[what]"
chapter1_791300c3	geo	Auch ich oder Battler-kun haben unsere Sorgen und Probleme, die wir überall mit hinnehmen. Also halte noch ein bisschen durch, okay?	game/Story/ch1.rpy	642	geo "[what]"
chapter1_ac57dacd	jes	Ja vielen Dank, das hilft mir wirklich sehr, danke!	game/Story/ch1.rpy	644	jes "[what]"
chapter1_3b364726		Die Worte von Hideyoshi und George haben Jessica sehr gut aufgemuntert.	game/Story/ch1.rpy	645	"[what]"
chapter1_122377e0	extend	 Man sieht deutlich, wie Jessica wieder ein wenig lächelt.	game/Story/ch1.rpy	646	extend "[what]"
chapter1_1bf90749		Ich saß zuhörend in unmittelbarer Nähe zur Szenerie und hab nicht darauf geachtet was in meiner Umgebung passiert.	game/Story/ch1.rpy	650	"[what]"
chapter1_4348d0d9	extend	 ...Diesen Moment in der ich meine Deckung links liegen ließ, hat Tante Eva benutzt um sich an mich heranzuschleichen und mir etwas ins Ohr zu flüstern.	game/Story/ch1.rpy	651	extend "[what]"
chapter1_1f7460ce	eva	Wusstest du, dass deine Seekrankheit auch noch nach der Reise anhalten kann?	game/Story/ch1.rpy	656	eva "[what]"
chapter1_59121480		Battler hat sich wie erwartet erschrocken und springt auf, als hätte ihm eine Biene in den Hintern gestochen.	game/Story/ch1.rpy	657	"[what]"
chapter1_fe11cc24	but	......Wuahhhh.....	game/Story/ch1.rpy	662	but "[what]"
chapter1_df5b7b47	extend	 ...Was soll das?	game/Story/ch1.rpy	663	extend "[what]"
chapter1_8834332d	extend	 .....Bitte schleich dich nie wieder an mich ran, Tante Eva!	game/Story/ch1.rpy	664	extend "[what]"
chapter1_43e8ac0b	eva	Oh... Entschuldige,	game/Story/ch1.rpy	666	eva "[what]"
chapter1_c30664b4	extend	 ...ich wollte dir nur sagen, dass, wenn sich dein Körper an die Bewegungen des Bootes gewöhnt hat, er sich an Land wieder umgewöhnen muss.	game/Story/ch1.rpy	667	extend "[what]"
chapter1_5d7f20b7	eva	Aber mach dir darüber bloß keinen Kopf. Battler-kun, so etwas passiert nicht unbedingt.	game/Story/ch1.rpy	669	eva "[what]"
chapter1_ff4fe474_1	extend	 *kicher*	game/Story/ch1.rpy	670	extend "[what]"
chapter1_66d0631e		Das ist meine Tante Eva, die Mutter von George und die Ehefrau von Onkel Hideyoshi.	game/Story/ch1.rpy	678	"[what]"
chapter1_f69a641d	extend	 Sie und der alte Bastard Dad sind so etwas wie ein Spaßvogel-Duo.	game/Story/ch1.rpy	679	extend "[what]"
chapter1_eb727ef7	extend	 ...Wenn die beiden richtig loslegen, bleibt kein Stein auf dem anderen.	game/Story/ch1.rpy	680	extend "[what]"
chapter1_0b8728e7	extend	 Als wir Kinder waren, war sie zu uns immer lieb und vorallem witzig.	game/Story/ch1.rpy	681	extend "[what]"
chapter1_4cd15cb7		Sie beherrscht auch einige chinesische Kampfsporttechniken.	game/Story/ch1.rpy	682	"[what]"
chapter1_fa0be8cf	extend	 Einer ihrer Roundhousekicks soll einmal bei einem Trainingskampf getroffen haben, und ihr Gegner wurde kaltgestellt wie ein Softdrink.	game/Story/ch1.rpy	683	extend "[what]"
chapter1_4488990e		Auf keinen Fall möchte ich von ihr einen Tritt unter die Dachlatte abbekommen....	game/Story/ch1.rpy	684	"[what]"
chapter1_8bdc0b3f	extend	 Ach ja!	game/Story/ch1.rpy	685	extend "[what]"
chapter1_51f4366b	extend	 Fast hätte ich ihren seltsamen Namen vergessen....	game/Story/ch1.rpy	686	extend "[what]"
chapter1_1dd7b30f	extend	 ....Sie wird Ushiromiya Äba ausgesprochen.	game/Story/ch1.rpy	687	extend "[what]"
chapter1_c8301e75		mit Ä und b.....	game/Story/ch1.rpy	688	"[what]"
chapter1_77dc0e75	extend	 ....Wann hört das endlich auf?	game/Story/ch1.rpy	689	extend "[what]"
chapter1_cdc39e83	but	.....Nein,	game/Story/ch1.rpy	693	but "[what]"
chapter1_3d278653	extend	 du verarschst mich Tante Eva....	game/Story/ch1.rpy	694	extend "[what]"
chapter1_549b1aa0	eva	Oh nein...	game/Story/ch1.rpy	696	eva "[what]"
chapter1_c1b6d164	extend	 .....Das würde ich nie tun...	game/Story/ch1.rpy	697	extend "[what]"
chapter1_ff4fe474_2	extend	 *kicher*	game/Story/ch1.rpy	698	extend "[what]"
chapter1_0f06eb60	eva	....Ich wollte dir nur etwas über Seekrankheiten erzählen,	game/Story/ch1.rpy	699	eva a11hohoemi1 "[what]"
chapter1_2bce8588	extend	 mehr nicht,	game/Story/ch1.rpy	700	extend "[what]"
chapter1_ff4fe474_3	extend	 *kicher*	game/Story/ch1.rpy	701	extend "[what]"
chapter1_b3830b86		Tante Eva wollte mich wahrscheinlich nicht erschrecken,	game/Story/ch1.rpy	702	"[what]"
chapter1_696801e1	extend	 sondern meinen Kopf auf die Probe stellen, denn wenn ich an ihre Worte denke, sobald ich an Land bin,	game/Story/ch1.rpy	703	extend "[what]"
chapter1_69c0b4af	extend	 dann wird mir bestimmt wieder schlecht,	game/Story/ch1.rpy	704	extend "[what]"
chapter1_264289b7	extend	 ......ganz schön raffiniert.	game/Story/ch1.rpy	705	extend "[what]"
chapter1_d103e25e		Während wir uns fröhlich über Seekrankheiten unterhalten, kommt Kyrie runter um uns zu sagen, dass wir gleich anlegen werden.	game/Story/ch1.rpy	706	"[what]"
chapter1_99d5ee93	kir	Wir sind jetzt gleich da!	game/Story/ch1.rpy	711	kir "[what]"
chapter1_5cd728d4	extend	 .....Die Insel ist ganz nah!	game/Story/ch1.rpy	712	extend "[what]"
chapter1_22be64d2	but	....Wir werden sehen, ob du Recht hast Tante Eva...	game/Story/ch1.rpy	716	but "[what]"
chapter1_7b604a99	eva	*kicher*	game/Story/ch1.rpy	718	eva "[what]"
chapter1_ac9d227c	extend	 Forder es besser nicht heraus.... Battler-kun....	game/Story/ch1.rpy	719	extend "[what]"
chapter1_036fe3da	hid	Wahahahahaha!	game/Story/ch1.rpy	721	hid "[what]"
chapter1_3e3d30f9	extend	 ....Ihr zwei seid mir ja welche.	game/Story/ch1.rpy	722	extend "[what]"
chapter1_0257a278	extend	 ...Lasst uns lieber an Deck gehen, wir gehen gleich an Land!	game/Story/ch1.rpy	723	extend a11defo1 "[what]"
chapter1_050e0897	jes	Ja, das ist eine gute Idee!	game/Story/ch1.rpy	727	jes "[what]"
chapter1_012ce800	extend	 ...So langsam bekomme ich keine Luft mehr und das liegt nicht an meinem Asthma!	game/Story/ch1.rpy	728	extend "[what]"
chapter1_68c6c9e9		Jessica leidet an Asthma, dass bedeutet bei ihr sind die Atemwege verengt und sie wird manchmal von derartigen Anfällen heimgesucht.	game/Story/ch1.rpy	729	"[what]"
chapter1_02fcfe0e		So erhoben sich alle von ihren Plätzen und bemerkten beim rausgehen, dass sich draußen die Wolken unerwartet und viel zu früh verdunkelt hatten.	game/Story/ch1.rpy	730	"[what]"
chapter1_7046cce6		So wie der Himmel, hat sich auch die Gesamtatmosphäre auf dem Boot verfinstert.	game/Story/ch1.rpy	737	"[what]"
chapter1_ca78ee7e	extend	 Der Wind hat ordentlich an Stärke zugenommen und es sieht nach starken Regen aus.	game/Story/ch1.rpy	738	extend "[what]"
chapter1_7693c401		Dabei kommt der angekündigte Taifun früher als berichtet.	game/Story/ch1.rpy	739	"[what]"
chapter1_1116cbde	extend	 Normalerweise sollte der Taifun um die Mittagszeit herum anfangen.	game/Story/ch1.rpy	740	extend "[what]"
chapter1_89e6d6fd	kir	War der Taifun nicht für heute Mittag angekündigt?	game/Story/ch1.rpy	745	kir "[what]"
chapter1_64ec8bf1	extend	 Vielleicht fängt es gleich an zu regnen.	game/Story/ch1.rpy	746	extend "[what]"
chapter1_6393763f		Kyrie hat sofort bemerkt, dass etwas nicht stimmt.	game/Story/ch1.rpy	747	"[what]"
chapter1_3ad19bb2	extend	 Der Himmel hat sich in der Zwischenzeit bereits verdunkelt,	game/Story/ch1.rpy	748	extend "[what]"
chapter1_aaffd552	extend	 was zu diesem Zeitpunkt noch gar nicht hätte passieren dürfen.	game/Story/ch1.rpy	749	extend "[what]"
chapter1_96318dc1	rud	In etwa 10 Minuten sind wir da, aber gemütlich wird es nicht mehr.	game/Story/ch1.rpy	751	rud "[what]"
chapter1_afdfd02e	kir	Stimmt...	game/Story/ch1.rpy	752	kir a13majime1 "[what]"
chapter1_e410de28	extend	 Der Wind hat auch schon stark zugenommen.	game/Story/ch1.rpy	753	extend "[what]"
chapter1_484683b4		Der Wind, der von Minute zu Minute stärker über das Meer peitscht,	game/Story/ch1.rpy	754	"[what]"
chapter1_0c04e231	extend	 ist kein Wind, wie ihn die meisten Menschen vom Festland kennen.	game/Story/ch1.rpy	755	extend "[what]"
chapter1_af3e639f		Der Wind kann ungehindert und mit voller Kraft über das Wasser fegen,	game/Story/ch1.rpy	756	"[what]"
chapter1_98900207	extend	 während es auf dem Land immer Häuser, Berge und Gelände gibt, die den Wind abschwächen können.	game/Story/ch1.rpy	757	extend "[what]"
chapter1_652b4d24	kir	Dass die Wettervorhersage sich mal irrt?	game/Story/ch1.rpy	758	kir "[what]"
chapter1_112686d9	rud	Ich habe einmal ein Geschäftsessen wegen eines angeblichen Taifuns abgesagt....	game/Story/ch1.rpy	759	rud a13warai1 "[what]"
chapter1_8bc32caf	extend	 Der Taifun kam erst 2 Tage später, ich habe mich noch nie so dumm gefühlt wie in dieser Situation.	game/Story/ch1.rpy	760	extend "[what]"
chapter1_5b37a59e	kir	Das war sicher eine Erfahrung, so etwas am Ende erklären zu müssen...	game/Story/ch1.rpy	761	kir a13warai2 "[what]"
chapter1_ff4fe474_4	extend	 *kicher*	game/Story/ch1.rpy	762	extend "[what]"
chapter1_6526fc49	rud	Bitte erinnere mich nicht daran....	game/Story/ch1.rpy	763	rud "[what]"
chapter1_cf75616a		Nicht nur Rudolf und Kyrie sind beunruhigt,	game/Story/ch1.rpy	764	"[what]"
chapter1_333de54f	extend	 auch alle anderen sind überrascht,	game/Story/ch1.rpy	765	extend "[what]"
chapter1_fc0b3310	extend	 dass der Sturm einige Stunden zu früh kommt. Dabei hatte der Wetterbericht garantiert, dass es erst um die Mittagszeit losgehen würde.	game/Story/ch1.rpy	766	extend "[what]"
chapter1_31264b65		Die Folgen könnten turbulente Flüge sein, die noch eine Starterlaubnis für Kurzflüge haben.	game/Story/ch1.rpy	767	"[what]"
chapter1_9980c665		Inzwischen hat sich Maria ganz vorne auf der Brücke niedergelassen, und ihr Blick schweift nicht mehr von einer ganz bestimmten Klippe ab.	game/Story/ch1.rpy	768	"[what]"
chapter1_eee5ad08	mar	..........Uu~	game/Story/ch1.rpy	778	mar "[what]"
chapter1_811b96a7	mar	.......................	game/Story/ch1.rpy	779	mar a11defo1_mouth_closed "[what]"
chapter1_7168ab77	mar	.............Es ist weg	game/Story/ch1.rpy	780	mar a11defo1 "[what]"
chapter1_2575303b	extend	 ......................Uu~	game/Story/ch1.rpy	781	extend "[what]"
chapter1_bc9c4523	extend	 ......Uu~	game/Story/ch1.rpy	782	extend "[what]"
chapter1_ba6b04b2	extend	 ........nicht mehr da	game/Story/ch1.rpy	783	extend "[what]"
chapter1_9407c0f2	but	hmm?	game/Story/ch1.rpy	789	but "[what]"
chapter1_43843c80	extend	 .....Was ist los Maria?	game/Story/ch1.rpy	790	extend "[what]"
chapter1_8f827e75	extend	 ...Wo drückt der Schuh?	game/Story/ch1.rpy	791	extend "[what]"
chapter1_2962e1c3	jes	Etwas scheint sie sehr zu beunruhigen...	game/Story/ch1.rpy	793	jes "[what]"
chapter1_859d4297	mar	Es ist weg!	game/Story/ch1.rpy	794	mar a22sakebu1 "[what]"
chapter1_ac5d9cf2	extend	 .....Es ist weg!	game/Story/ch1.rpy	795	extend "[what]"
chapter1_ba25f7b5	extend	 ....Uu!	game/Story/ch1.rpy	796	extend "[what]"
chapter1_f4bcc409	extend	 ...Es ist weg!	game/Story/ch1.rpy	797	extend "[what]"
chapter1_e4162f7d	extend	 ...Uu~...!	game/Story/ch1.rpy	798	extend "[what]"
chapter1_3dbd4923	mar	Es war immer da, aber jetzt ist es weg!...	game/Story/ch1.rpy	799	mar "[what]"
chapter1_be57cb50	extend	 Uu!..	game/Story/ch1.rpy	800	extend "[what]"
chapter1_7a075989		Maria fängt sich buchstäblich an in Rage zu reden nur Jessica scheint eine Idee zu haben, was Maria meinen könnte.	game/Story/ch1.rpy	801	"[what]"
chapter1_46ae9176	jes	Stimmt ja...	game/Story/ch1.rpy	802	jes a11majime1 "[what]"
chapter1_e3fb801e	extend	 Der Schrein fehlt, er war letztes Jahr noch da....	game/Story/ch1.rpy	803	extend "[what]"
chapter1_bc9745d3	jes	Es sieht auch so aus, als wäre ein Teil des Riffs mitgerissen worden....	game/Story/ch1.rpy	804	jes "[what]"
chapter1_9ca10725	kum	Ohohohoh,	game/Story/ch1.rpy	810	kum "[what]"
chapter1_1e0d402e	extend	 ...der Schrein wurde während eines Gewitters letztens von einem gewaltigen Blitz getroffen und zerstört.	game/Story/ch1.rpy	811	extend "[what]"
chapter1_772801d4		Die ältere Frau heißt Kumasawa Chiyo.	game/Story/ch1.rpy	816	"[what]"
chapter1_469ee153	extend	 Sie ist eine Teilzeitarbeiterin, die zwar mehrmals gekündigt hat, aber insgesamt schon viele Jahre im Dienst der Familie steht.	game/Story/ch1.rpy	817	extend "[what]"
chapter1_80615360		Sie ist geschickt und mehr als fähig, ihre Aufgaben zu erfüllen,	game/Story/ch1.rpy	818	"[what]"
chapter1_280d2335	extend	 aber wegen ihrer Geschwätzigkeit und ihrer Vorliebe für Gerüchte ist sie als Angestellte nicht sehr beliebt.	game/Story/ch1.rpy	819	extend "[what]"
chapter1_ea40077c		Ihr Name auf Japanisch?	game/Story/ch1.rpy	820	"[what]"
chapter1_93fea62b	extend	 ...Auch bei uns Kumasawa, ihre Eltern haben ihr einen vernünftigen Namen gegeben	game/Story/ch1.rpy	821	extend "[what]"
chapter1_c87b26da	extend	 ....*seufz*	game/Story/ch1.rpy	822	extend "[what]"
chapter1_3b30f2fa	jes	Ein Blitzeinschlag?...	game/Story/ch1.rpy	826	jes "[what]"
chapter1_1b76ae74	extend	 Ein Blitz kann so gewaltig sein?	game/Story/ch1.rpy	827	extend "[what]"
chapter1_999d1320	kum	Die Fischer sagen, es sei ein Zeichen von Unglück....	game/Story/ch1.rpy	829	kum "[what]"
chapter1_9752f95a	mar	Ein Zeichen von Unglück....Uu~...	game/Story/ch1.rpy	831	mar "[what]"
chapter1_cabe9292	extend	 ...........................	game/Story/ch1.rpy	832	extend a11defo1_mouth_closed "[what]"
chapter1_dbd94bc1		Kumasawas Worte haben die ohnehin schon düstere Atmosphäre auf dem Schiff in ein noch beklemmenderes Gefühl verwandelt.	game/Story/ch1.rpy	836	"[what]"
chapter1_ad6a7b33	extend	 Maria hat ihren Blick noch immer nicht von der Stelle abgewandt, an der der Schrein stehen sollte.	game/Story/ch1.rpy	837	extend "[what]"
chapter1_e52860ac	extend	 Und es scheint, als würde in genau diesem Moment der heftige Wind für einen Moment nachlassen.	game/Story/ch1.rpy	840	extend "[what]"
chapter1_fad71249	mar	Unglück...	game/Story/ch1.rpy	846	mar "[what]"
chapter1_006a273a	extend	 ....Unglück...Unglück...	game/Story/ch1.rpy	847	extend "[what]"
chapter1_79e5f673	but	.....Was hast du gesagt, Maria?	game/Story/ch1.rpy	848	but "[what]"
chapter1_0ffd6088	mar	....Unglück Unglück Unglück Unglück Unglück Unglück Unglück	game/Story/ch1.rpy	850	mar "[what]"
chapter1_e82eee3f	extend	 ....Unglück Unglück Unglück Unglück Unglück Unglück	game/Story/ch1.rpy	851	extend "[what]"
chapter1_a74cea71	extend	 .....Unglück Unglück Unglück Unglück Unglück Unglück	game/Story/ch1.rpy	852	extend "[what]"
chapter1_bd542f1b		Maria fängt plötzlich an lautstark das Wort 'Unglück' sehr oft zu wiederholen,	game/Story/ch1.rpy	853	"[what]"
chapter1_0cea39d2	extend	 was das unheimliche Gefühl bei den Anwesenden nur noch verstärkt.	game/Story/ch1.rpy	854	extend "[what]"
chapter1_2a23007f	geo	Kumasawa-san bitte gehen Sie mit ihren Witzen etwas vorsichtiger um!	game/Story/ch1.rpy	855	geo "[what]"
chapter1_a076fbf4	extend	 Maria-chan nimmt sowas ziemlich ernst, verstehen Sie?	game/Story/ch1.rpy	856	extend "[what]"
chapter1_d7e9e1ab	mar	Unglück Unglück Unglück	game/Story/ch1.rpy	857	mar "[what]"
chapter1_a1503363	but	Hey Maria!	game/Story/ch1.rpy	859	but "[what]"
chapter1_c157b6b6	extend	 Wenn du so oft 'Unglück' sagst, wird es wirklich ein Unglück geben,	game/Story/ch1.rpy	860	extend "[what]"
chapter1_fc81e081	extend	 also beruhige dich, ja?	game/Story/ch1.rpy	861	extend "[what]"
chapter1_f20212ed	geo	Maria-chan, es wird nichts schlimmes passieren.	game/Story/ch1.rpy	863	geo "[what]"
chapter1_8a56ca0d	extend	 ....Also beruhigen wir uns wieder und warten bis wir gleich anlegen, okay?	game/Story/ch1.rpy	864	extend "[what]"
chapter1_4f2e9261	mar	............Uu~	game/Story/ch1.rpy	865	mar "[what]"
chapter1_f7c81d7a		Alle versuchen die Situation zu entschärfen, um das Thema irgendwie abzuschließen.	game/Story/ch1.rpy	866	"[what]"
chapter1_5654227b	extend	 Aber Maria wendet den Blick vom Riff ab, dreht sich um, hebt den rechten Arm zum Himmel und öffnet langsam den Mund...	game/Story/ch1.rpy	867	extend "[what]"
chapter1_a5324440	mar	Es geschieht definitiv.....	game/Story/ch1.rpy	868	mar a11defo1 "[what]"
chapter1_ed2bcf48	extend	 .....Ein Unglück wird geschehen!......	game/Story/ch1.rpy	869	extend "[what]"
chapter1_4b8394de		Mit diesen Worten, als hätte Maria gerade den Befehl dazu gegeben, hörte man es donnern und sofort begann es zu regnen.	game/Story/ch1.rpy	882	"[what]"
chapter1_6dde1004	extend	 ....Nicht nur Battler lief deswegen ein kalter Schauer über den Rücken.	game/Story/ch1.rpy	883	extend "[what]"
chapter1_663a6281	but	.......Was?	game/Story/ch1.rpy	884	but "[what]"
chapter1_bd221d58	extend	 .......Hä?	game/Story/ch1.rpy	885	extend "[what]"
chapter1_1ece4fd1		Alle haben in diesem Moment ein mulmiges Gefühl.	game/Story/ch1.rpy	886	"[what]"
chapter1_e037733d	extend	 Es ist fast so, als ob Maria ahnt, dass dieses Familientreffen etwas ganz Besonderes sein würde.	game/Story/ch1.rpy	887	extend "[what]"
chapter1_dedab134	extend	 Doch Battler scheint als einziger zu erkennen, dass mit Marias erhobener Arm und das 'Unglück' wohl nur das Wetter gemeint sein muss.	game/Story/ch1.rpy	888	extend "[what]"
chapter1_dc3fd565	but	Du hast also gemerkt, dass es ein schlimmes Unwetter wird?	game/Story/ch1.rpy	894	but "[what]"
chapter1_eee5ad08_1	mar	..........Uu~	game/Story/ch1.rpy	896	mar "[what]"
chapter1_23ac2848	but	Die Wettervorhersage sagt, dass der Taifun erst gegen Mittag kommen wird. Aber er ist schon da.	game/Story/ch1.rpy	897	but "[what]"
chapter1_5dd964aa	extend	 ....Das nenne ich wirklich ein Unglück....	game/Story/ch1.rpy	898	extend b11warai2 "[what]"
chapter1_620886dc	extend	 ...hihihihi	game/Story/ch1.rpy	899	extend "[what]"
chapter1_6f9bc4ed	but	Maria, ich bin sicher, dass dieser Taifun schneller vorbei ist, als du bis zehn zählen kannst. Alles wird gut.	game/Story/ch1.rpy	900	but "[what]"
chapter1_92588f89		Battler versucht Maria zu beruhigen, dass sie keine Angst vor dem Taifun haben muss, aber Marias Gesichtsausdruck spricht eine ganz andere Sprache.	game/Story/ch1.rpy	901	"[what]"
chapter1_bd19c2cc	mar	Uu~!!	game/Story/ch1.rpy	906	mar "[what]"
chapter1_94fc6049	extend	 Uu~!!Uu~!!Uu~!!Uu~!!Uu~!!Uu~!!	game/Story/ch1.rpy	907	extend "[what]"
chapter1_1528341a	extend	 Ein Unglück wird geschehen! Uu~!!	game/Story/ch1.rpy	908	extend "[what]"
chapter1_4ae65db7		Wütend stampft Maria gefolgt von lauten 'Uus' da ihr anscheinend keiner zuhören möchte.	game/Story/ch1.rpy	909	"[what]"
chapter1_e0e7d38c	jes	Maria, warum sagst du sowas?	game/Story/ch1.rpy	914	jes "[what]"
chapter1_47a70ccf	kum	Es ist klar, dass sie etwas im Blick hat, das im Alter schnell verloren geht.	game/Story/ch1.rpy	916	kum "[what]"
chapter1_7dd61307	extend	 Sehr junge Menschen haben einen Sinn für das Übernatürliche...	game/Story/ch1.rpy	917	extend "[what]"
chapter1_93129f00	extend	 Aber dieses Gefühl wird schwächer, je älter man wird.	game/Story/ch1.rpy	918	extend "[what]"
chapter1_4e44d2f8	kum	Was Maria fühlen kann, kann nur sie fühlen, weil sie die Jüngste hier ist.	game/Story/ch1.rpy	919	kum "[what]"
chapter1_9680ad8a		Battler erstarrt bei diesen Worten, ist das wirklich möglich? denkt er, das kann es doch gar nicht geben...	game/Story/ch1.rpy	921	"[what]"
chapter1_56723b0f	extend	 Viel mehr ist es so, dass das seltsame Verhalten von Maria und die angespannte Atmospähre ihm diese Erklärung für einen kurzen Moment logisch vorkommen lässt.	game/Story/ch1.rpy	922	extend "[what]"
chapter1_d306be7c	kum	Es scheint so, dass in der Vergangenheit von Rokkenjima eine Hexe....	game/Story/ch1.rpy	923	kum "[what]"
chapter1_51eb98a8	jes	Es reicht, Kumasawa! Darüber reden wir nicht!	game/Story/ch1.rpy	924	jes "[what]"
chapter1_9ee6c033	kum	Ohohohoh,	game/Story/ch1.rpy	925	kum a12defo2 "[what]"
chapter1_41a886a6	extend	 ich muss mich entschuldigen, ich wollte nicht unhöflich sein.	game/Story/ch1.rpy	926	extend "[what]"
chapter1_ba8a3dcc		Kumasawas Geschichten sind im Moment eher ungünstig, denn es geht darum, Maria zu beruhigen und nicht darum, ihr noch mehr Dinge in den Kopf zu setzen.	game/Story/ch1.rpy	927	"[what]"
chapter1_ef69078b	extend	 Jessica hat richtig gehandelt, in dem sie Kumasawa unterbrochen hat.	game/Story/ch1.rpy	928	extend "[what]"
chapter1_de3d2656		Plötzlich konnte Hideyoshi gehört werden, der eine Kiste in der Hand hält.	game/Story/ch1.rpy	929	"[what]"
chapter1_54ec842b	hid	Huuhuu!	game/Story/ch1.rpy	939	hid "[what]"
chapter1_00bc8445	extend	 ....Wir haben Regenschirme an Bord, also habe ich sie hergebracht!	game/Story/ch1.rpy	940	extend "[what]"
chapter1_9e8ba6f4		Jeder außer Maria nahm sich einen Regenschirm um nicht weiter nass zu werden.	game/Story/ch1.rpy	941	"[what]"
chapter1_b5e2923c	extend	 Battler ist so lieb und hält seinen Schirm über Marias kopf.	game/Story/ch1.rpy	942	extend "[what]"
chapter1_e7949fed		In der Ferne konnte man Rudolf sehen, der sehr nachdenklich zu sein scheint.	game/Story/ch1.rpy	943	"[what]"
chapter1_774fe6da	rud	*seufz*	game/Story/ch1.rpy	953	rud "[what]"
